회사명,카테고리,설명,링크
Vetty,INSURTECH,Vetty is an Identity and Background Verification Platform - utilizing deep learning bots and the blockchain.,https://www.plugandplaytechcenter.com/startup/vetty-co
Via.work,ENTERPRISE & AI,"Build teams in new countries as simply as building teams in your own HQ. Via helps companies of all sizes hire and pay international teams with on-the-ground employment support. Our platform makes local hiring, benefits, payroll, and immigration seamless and compliant.",https://www.plugandplaytechcenter.com/startup/via-work
Viasema,ENERGY,"Company-specific Knowledge Graphs that integrate rules defined by your experts in order to automate complex tasks: detection of errors in multi-hundred page documents, creation of contracts, document",https://www.plugandplaytechcenter.com/startup/viasema-com
ViaVii,SMART CITIES,"Enchanting travellers, and empowering hosts everyday, through creating an immersive form of tourism by enabling the era of “people - to people travels”",https://www.plugandplaytechcenter.com/startup/viavii-com
Vint,FOOD & BEVERAGE,Vint is an investment platform that enables investors to buy shares of wine and spirit collections.,https://www.plugandplaytechcenter.com/startup/vint-co
Virtonomy,HEALTH,Our mission is to end the use of animals and humans for medical device testing by utilizing data-driven virtual patients,https://www.plugandplaytechcenter.com/startup/virtonomy-io
Virtue AI,ENTERPRISE & AI,"Virtue AI ensures AI systems are safe, secure, and compliant by providing advanced risk assessment and guardrail solutions tailored to enterprise needs. Virtue AI guardrail solutions are real-time, multimodal (text, image, video, audio, code), and multilingual (supporting 90+ languages).",https://www.plugandplaytechcenter.com/startup/virtueai-com
Visby Medical,HEALTH,A device platform that aims to redefine the way we test and treat illness,https://www.plugandplaytechcenter.com/startup/visbymedical-com
Visual Labs,HEALTH,"The Visual Labs System can capture videos, photos, and audio recordings all from a single device.",https://www.plugandplaytechcenter.com/startup/visuallabsinc-com
Vitagene / 1Health.io,HEALTH,"Vitagene leverages big data and machine learning to provide personalized, actionable diet, fitness, and supplement recommendations to its members.",https://www.plugandplaytechcenter.com/startup/vitagene-com
Vitesy,HEALTH,"We’re Vitesy, producer of IoT devices that improve your daily life.",https://www.plugandplaytechcenter.com/startup/vitesy-com
Vitruvian VR,AEROSPACE & DEFENSE,Vitruvian VR® simulator is a professional mechanical system with a gyroscopic structure. The machine uses automation and industrial components combined in a new and innovative way that allow high performances and reactivity suitable for multiple VR experiences such as flight or driving simulations.,https://www.plugandplaytechcenter.com/startup/vitruvianvr-com
ViVent,ENERGY,Thinking beyond convention. Developing methane emission reduction solutions,https://www.plugandplaytechcenter.com/startup/viventbio-com
Vivity AI,SUPPLY CHAIN,Vivity AI is building a sustainable future for heavy industry and logistics by leveraging latest AI technologies.,https://www.plugandplaytechcenter.com/startup/vivity-ai
Vizen Analytics,SUPPLY CHAIN,Reimagining Just-in-Time Inventory With Vizen's Causal-AI,https://www.plugandplaytechcenter.com/startup/vizenanalytics-com
Vizru Inc.,ENERGY,"Vizru ZEOS is a Zero-code platform that provides a scalable, fast-to-build, and low-cost approach to delivering full-stack enterprise applications.",https://www.plugandplaytechcenter.com/startup/vizru-com
Vntana,BRAND & RETAIL,"Improve efficiency, drive sales, and lead the digital transformation with a single platform to securely collaborate, share, and publish 3D assets, digital twins and simulations from any software to any platform.",https://www.plugandplaytechcenter.com/startup/vntana-com
VOOM Insurance,INSURTECH,"Providing digital, flexible & integrated insurance solutions as an MGA or Tech provider",https://www.plugandplaytechcenter.com/startup/voominsurance-com
VoPay International Inc,FINTECH,VoPay is finance technology company offering full suite of enterprise payment and banking solutions.,https://www.plugandplaytechcenter.com/startup/vopay-com
voraus robotik GmbH,MOBILITY,voraus. the automation ecosystem.,https://www.plugandplaytechcenter.com/startup/vorausrobotik-com
Voxel,SUPPLY CHAIN,"Voxel is a site visibility solution that enhances existing security cameras with computer vision AI software to automatically identify safety hazards, high-risk activities, and operational insights in real-time",https://www.plugandplaytechcenter.com/startup/voxelai-com
Voxo,FINTECH,"Voxo enables efficiency, compliance and client insight in financial advisory through voice conversation parsing and analytics.",https://www.plugandplaytechcenter.com/startup/voxo-ai
VRTL,SPORTSTECH,VRTL is a virtual platform designed for brands to scale in-person fan experiences to a remote audience.,https://www.plugandplaytechcenter.com/startup/vrtl-live
Vymo,FINTECH,"Vymo is the leading sales engagement platform to improve sales productivity and engagement effectiveness for financial institutions. The platform solves over 18 deep industry-relevant use cases for frontline personnel, sales managers, & business heads through intelligent nudges & industry playbooks.",https://www.plugandplaytechcenter.com/startup/getvymo-com
Vytalize Health,HEALTH,Vytalize Health is an all-in-one solution for independent primary care doctors participating in value-based care with Medicare.,https://www.plugandplaytechcenter.com/startup/vytalizehealth-com
WafR,BRAND & RETAIL,Loyalty program for large-scale grocery retailers,https://www.plugandplaytechcenter.com/startup/wafr-co
Wah!,BRAND & RETAIL,The beauty shopping app that’s got your back with the best prices and promo codes on the brands and products you love.,https://www.plugandplaytechcenter.com/startup/wah-sg
Waku Robotics,MOBILITY,"Enabling warehouses and factories to select, implement and operate the best robotic solutions.",https://www.plugandplaytechcenter.com/startup/waku-robotics-com
Walli HR,ENTERPRISE & AI,"Walli uses an AI copilot to make HR easier, faster, and more impactful.",https://www.plugandplaytechcenter.com/startup/wallihr-com
Wand,ENTERPRISE & AI,"Data-AI platform that enables everyone, regardless of their technical skills, to be able to solve complex business problems and create impact quickly and intuitively.",https://www.plugandplaytechcenter.com/startup/wand-ai
Wardrobe,BRAND & RETAIL,Fashion circularity driven by brands,https://www.plugandplaytechcenter.com/startup/joinwardrobe-com
Wareclouds,SUPPLY CHAIN,Crowdsourcing for ecommerce logistics,https://www.plugandplaytechcenter.com/startup/wareclouds-com
Waspito,HEALTH,We are the platform that engages Africa into the conversation and action to drive affordable and accessible quality healthcare across the continent.,https://www.plugandplaytechcenter.com/startup/waspito-com
Waste2H2,ENERGY,Upcycling Waste to Low-Carbon Hydrogen,https://www.plugandplaytechcenter.com/startup/waste2h2-ca
Wave,BRAND & RETAIL,Wave Application enables users to place contacts on a private map for a limited period of time.,https://www.plugandplaytechcenter.com/startup/waveapplication-com
Wave Photonics,DEEPTECH,Wave Photonics utilizes computational techniques to accelerate integrated photonics product designs.,https://www.plugandplaytechcenter.com/startup/wavephotonics-com
Wave View Imaging,HEALTH,Wave View Imaging is developing pain free and timely breast imaging to support the early detection of breast cancer.,https://www.plugandplaytechcenter.com/startup/waveviewimaging-com
Wavescan,ENERGY,Microwave & millimeter-wave wireless sensors capable of high-resolution 4D sensing for non-destructive testing (NDT) applications,https://www.plugandplaytechcenter.com/startup/wavescan-sg
WAVR Technologies,SUSTAINABILITY,A new paradigm in atmospheric water harvesting,https://www.plugandplaytechcenter.com/startup/wavrtechnologies-com
Wayvee Analytics,BRAND & RETAIL,Real-time customer satisfaction analytics for brick-and-mortar stores.,https://www.plugandplaytechcenter.com/startup/wayvee-com
Waza,FINTECH,"Waza is a web platform with APIs. It helps startups and emerging market businesses manage their liquidity issues, and payment needs.",https://www.plugandplaytechcenter.com/startup/waza-co
Wealthfront,FINTECH,Wealthfront is a next-gen banking service that helps in managing the money for both the short term and long term.,https://www.plugandplaytechcenter.com/startup/wealthfront-com
Weav Ai,ENTERPRISE & AI,AI Copilot Platform for Underwriting and Claims,https://www.plugandplaytechcenter.com/startup/weav-ai
Weddyplace,TRAVEL & HOSPITALITY,Weddyplace is an online marketplace helping wedding organizers find and book vendors in an easy and convenient way.,https://www.plugandplaytechcenter.com/startup/weddyplace-com
WEECOVER,INSURTECH,Weecover is the 360º tech solution for insurance integration and distribution into your customer journey.,https://www.plugandplaytechcenter.com/startup/weecover-com
WeFunder,FINTECH,Wefunder is a crowd investing platform that offers capital raising services.,https://www.plugandplaytechcenter.com/startup/wefunder-com
Wellabe,HEALTH,Our technology empowers corporates and providers to deliver data-validated and legally compliant personal prevention services.,https://www.plugandplaytechcenter.com/startup/bodylabs-io
wellabe,INSURTECH,"wellabe generates personalized, digital prevention programs based on the most relevant human biomarkers.",https://www.plugandplaytechcenter.com/startup/wellabe-de
Wellness Coach,INSURTECH,"Helping teams improve their mind, body and sleep wellbeing.",https://www.plugandplaytechcenter.com/startup/wellnesscoach-live
Wellth,INSURTECH,Wellth helps motivate people with chronic conditions to build and maintain healthy habits.,https://www.plugandplaytechcenter.com/startup/wellthapp-com
Wellx,INSURTECH,"Personalized, gamified health and life coverage, reshaping underwriting and pricing while encouraging healthy lifestyles.",https://www.plugandplaytechcenter.com/startup/wellxai-com
what3words,ENERGY,"what3words is a global, multi-lingual, precise and human-friendly way to communicate location.",https://www.plugandplaytechcenter.com/startup/what3words-com
Wheel The World,SUPPLY CHAIN,Wheel the World is the one Stop Shop for people with disabilities to find and book accessible hotels and tours around the world the easiest way possible.,https://www.plugandplaytechcenter.com/startup/gowheeltheworld-com
WHIFF,BRAND & RETAIL,"Modern way to discover, sell, and manufacture fragrances.",https://www.plugandplaytechcenter.com/startup/whiff-com
WILD.AI,SPORTSTECH,"WILD.AI is building a knowledge base of female datasets, across all ages, life stages, and ethnicity.",https://www.plugandplaytechcenter.com/startup/wild-ai
